Chromosome,Start,End,cM,strand GRCm39,MGI ID,Feature Type,Symbol,Name
16,31961603,31984412,22.4,-,MGI:2445095,protein coding gene,Nrros,negative regulator of reactive oxygen species
2,164018247,164024662,84.6,-,MGI:2384800,protein coding gene,Wfdc5,WAP four-disulfide core domain 5
6,113508643,113573978,52.78,+,MGI:2448480,protein coding gene,Fancd2,"Fanconi anemia, complementation group D2"
1,169969507,170002526,76.84,-,MGI:1334459,protein coding gene,Uap1,UDP-N-acetylglucosamine pyrophosphorylase 1
X,101290987,101295787,45.25,-,MGI:108023,protein coding gene,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1
8,123995039,124045315,72.1,-,MGI:1341823,protein coding gene,Fanca,"Fanconi anemia, complementation group A"
18,35070467,35087404,18.8,-,MGI:96245,protein coding gene,Hspa9,heat shock protein 9
11,95990152,96002790,59.4,-,MGI:1343177,protein coding gene,Calcoco2,calcium binding and coiled-coil domain 2
8,110755707,110766033,57.38,-,MGI:1349479,protein coding gene,Chst4,carbohydrate sulfotransferase 4
X,95139651,95212159,42.65,+,MGI:97167,protein coding gene,Msn,moesin
12,69630536,69728626,28.93,-,MGI:98355,protein coding gene,Sos2,SOS Ras/Rho guanine nucleotide exchange factor 2
11,112673050,112678586,77.27,+,MGI:98371,protein coding gene,Sox9,SRY (sex determining region Y)-box 9
16,10297923,10346282,5.65,+,MGI:108445,protein coding gene,Ciita,class II transactivator
14,76652401,76745205,40.44,+,MGI:109127,protein coding gene,Tsc22d1,"TSC22 domain family, member 1"
2,164195990,164231015,85.16,-,MGI:109297,protein coding gene,Slpi,secretory leukocyte peptidase inhibitor
13,92348387,92491515,47.63,-,MGI:109519,protein coding gene,Msh3,mutS homolog 3
1,85577709,85637719,43.6,+,MGI:109561,protein coding gene,Sp100,nuclear antigen Sp100
5,121953551,121975709,61.99,-,MGI:893598,protein coding gene,Sh2b3,SH2B adaptor protein 3
16,14523716,14527249,10.07,+,MGI:1096393,protein coding gene,Snai2,snail family zinc finger 2
10,126884119,126888875,74.5,+,MGI:1098274,protein coding gene,Cyp27b1,"cytochrome P450, family 27, subfamily b, polypeptide 1"
5,52307545,52347856,27.51,-,MGI:1099786,protein coding gene,Dhx15,DEAH-box helicase 15
10,14634894,14647202,5.5,+,MGI:1100525,protein coding gene,Nmbr,neuromedin B receptor
2,164573222,164587914,85.27,-,MGI:1923897,protein coding gene,Wfdc3,WAP four-disulfide core domain 3
7,140534750,140535900,86.18,-,MGI:1933382,protein coding gene,Ifitm2,interferon induced transmembrane protein 2
16,93629009,93672961,54.88,+,MGI:2136841,protein coding gene,Morc3,microrchidia 3
11,48716965,48742019,28.8,+,MGI:2137353,protein coding gene,Trim7,tripartite motif-containing 7
2,24166966,24172444,16.31,+,MGI:1859325,protein coding gene,Il36rn,interleukin 36 receptor antagonist
9,95282979,95289323,50.11,-,MGI:1891160,protein coding gene,Chst2,carbohydrate sulfotransferase 2
2,179813381,179818076,102.69,+,MGI:1929289,protein coding gene,Adrm1,adhesion regulating molecule 1 26S proteasome ubiquitin receptor
11,53840791,53871158,32.05,-,MGI:1929481,protein coding gene,Slc22a21,"solute carrier family 22 (organic cation transporter), member 21"
9,7692091,7699586,2.46,+,MGI:103189,protein coding gene,Mmp7,matrix metallopeptidase 7
3,66127331,66133226,30.25,+,MGI:104641,protein coding gene,Ptx3,pentraxin related gene
11,88721618,88755412,54.34,-,MGI:104729,protein coding gene,Akap1,A kinase anchor protein 1
X,74153339,74174622,38.15,-,MGI:105941,protein coding gene,Mpp1,"membrane protein, palmitoylated"
11,121113414,121120135,85.1,-,MGI:2384959,protein coding gene,Cybc1,cytochrome b 245 chaperone 1
2,164476627,164480716,85.23,-,MGI:2670994,protein coding gene,Wfdc16,WAP four-disulfide core domain 16
7,140595725,140596805,86.26,-,MGI:2686976,protein coding gene,Ifitm6,interferon induced transmembrane protein 6
6,122929474,122946834,58.04,+,MGI:1920399,protein coding gene,Clec4a3,"C-type lectin domain family 4, member a3"
2,30872291,30912667,21.77,+,MGI:1921520,protein coding gene,Usp20,ubiquitin specific peptidase 20
16,13799566,13804731,9.66,-,MGI:1921732,protein coding gene,Ifitm7,interferon induced transmembrane protein 7
11,101473068,101482612,65.44,+,MGI:1922056,protein coding gene,Tmem106a,transmembrane protein 106A
19,34528094,34553819,29.73,+,MGI:99449,protein coding gene,Ifit2,interferon-induced protein with tetratricopeptide repeats 2
19,34560931,34566131,29.74,+,MGI:1101055,protein coding gene,Ifit3,interferon-induced protein with tetratricopeptide repeats 3
11,53755368,53782486,32.02,-,MGI:1329012,protein coding gene,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5"
19,12438143,12442647,8.72,+,MGI:1333743,protein coding gene,Mpeg1,macrophage expressed gene 1
3,89246947,89257589,39.07,-,MGI:1333882,protein coding gene,Adam15,ADAM metallopeptidase domain 15
8,41443951,41586763,23.89,-,MGI:2142572,protein coding gene,Mtus1,mitochondrial tumor suppressor 1
6,84548396,84570890,36.45,-,MGI:2176159,protein coding gene,Cyp26b1,"cytochrome P450, family 26, subfamily b, polypeptide 1"
9,63554049,63665276,34.22,-,MGI:1201674,protein coding gene,Smad3,SMAD family member 3
15,12824901,12935377,5.99,+,MGI:1261425,protein coding gene,Drosha,"drosha, ribonuclease type III"
11,83599841,83602174,51.23,+,MGI:107506,protein coding gene,Wfdc18,WAP four-disulfide core domain 18
18,11052510,11085636,5.63,+,MGI:107516,protein coding gene,Gata6,GATA binding protein 6
7,,,,,MGI:107535,protein coding gene,Lgals6,"lectin, galactose binding, soluble 6"
7,28533559,28541128,16.94,+,MGI:107536,protein coding gene,Lgals4,"lectin, galactose binding, soluble 4"
6,122898807,122911578,58.01,+,MGI:3036291,protein coding gene,Clec4a1,"C-type lectin domain family 4, member a1"
6,125200896,125208823,59.32,-,MGI:2384853,protein coding gene,Tapbpl,TAP binding protein-like
11,48876156,48883073,28.98,-,MGI:98734,protein coding gene,Tgtp1,T cell specific GTPase 1
11,6585482,6588637,4.61,-,MGI:98943,protein coding gene,Wap,whey acidic protein
11,83594882,83597095,51.22,+,MGI:3649773,protein coding gene,Wfdc17,WAP four-disulfide core domain 17
2,164527027,164529626,85.25,+,MGI:3582777,protein coding gene,Wfdc13,WAP four-disulfide core domain 13
2,84564402,84568999,49.45,+,MGI:3605071,protein coding gene,Ypel4,yippee like 4
13,55612080,55620967,30.06,+,MGI:3487246,protein coding gene,Prr7,proline rich 7 (synaptic)
19,34585370,34590801,29.76,+,MGI:3698419,protein coding gene,Ifit3b,interferon-induced protein with tetratricopeptide repeats 3B
6,122967326,123001064,58.07,+,MGI:3624119,protein coding gene,Clec4a4,"C-type lectin domain family 4, member a4"
2,164504814,164516007,85.24,-,MGI:3651686,protein coding gene,Wfdc11,WAP four-disulfide core domain 11
2,164491551,164498503,85.24,-,MGI:3652032,protein coding gene,Wfdc9,WAP four-disulfide core domain 9
2,164497966,164499288,85.24,+,MGI:3616889,protein coding gene,Wfdc10,WAP four-disulfide core domain 10
11,83637766,83643468,51.23,+,MGI:1913357,protein coding gene,Wfdc21,WAP four-disulfide core domain 21
7,140589503,140590657,86.25,-,MGI:1913391,protein coding gene,Ifitm3,interferon induced transmembrane protein 3
16,55869306,56010394,33.82,+,MGI:1913565,protein coding gene,Senp7,SUMO1/sentrin specific peptidase 7
8,106738110,106780472,53.07,+,MGI:1913619,protein coding gene,Dus2,dihydrouridine synthase 2
1,16611012,16689676,5.1,-,MGI:1914049,protein coding gene,Ube2w,ubiquitin-conjugating enzyme E2W (putative)
2,164404635,164410430,85.2,+,MGI:1914951,protein coding gene,Wfdc2,WAP four-disulfide core domain 2
7,80551975,80554810,45.71,-,MGI:1915289,protein coding gene,Nmb,neuromedin B
2,164040783,164042050,84.64,-,MGI:1915471,protein coding gene,Wfdc15a,WAP four-disulfide core domain 15A
7,140547342,140549740,86.2,+,MGI:1915963,protein coding gene,Ifitm1,interferon induced transmembrane protein 1
17,36190711,36203562,18.74,+,MGI:1916442,protein coding gene,Dhx16,DEAH-box helicase 16
6,123026921,123048514,58.13,+,MGI:1917060,protein coding gene,Clec4b1,"C-type lectin domain family 4, member b1"
2,43445341,43572734,25.64,+,MGI:1918039,protein coding gene,Kynu,kynureninase
8,106199055,106223534,53.04,-,MGI:1918046,protein coding gene,Zdhhc1,"zinc finger, DHHC domain containing 1"
13,74111970,74141109,40.15,+,MGI:1918414,protein coding gene,Zdhhc11,"zinc finger, DHHC domain containing 11"
18,34353977,34455605,18.53,+,MGI:88039,protein coding gene,Apc,"APC, WNT signaling pathway regulator"
14,66205932,66218996,34.36,+,MGI:88423,protein coding gene,Clu,clusterin
X,9301493,9354005,4.3,-,MGI:88574,protein coding gene,Cybb,"cytochrome b-245, beta polypeptide"
19,17303505,17350208,12.75,-,MGI:95676,protein coding gene,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2"
2,152950388,152993361,75.41,+,MGI:96052,protein coding gene,Hck,hemopoietic cell kinase
8,22419815,22422726,10.64,-,MGI:2179202,protein coding gene,Defb15,defensin beta 15
8,22428368,22430894,10.66,+,MGI:2179204,protein coding gene,Defb35,defensin beta 35
5,120868398,120887918,60.64,-,MGI:2180852,protein coding gene,Oas2,2'-5' oligoadenylate synthetase 2
9,31337492,31375758,16.9,-,MGI:2384574,protein coding gene,Tmem45b,transmembrane protein 45b
2,152446247,152454649,75.41,+,MGI:2385956,protein coding gene,Defb36,defensin beta 36
1,36303683,36313755,15.18,-,MGI:2429944,protein coding gene,Neurl3,neuralized E3 ubiquitin protein ligase 3
5,92200005,92231578,45.84,-,MGI:2442040,protein coding gene,G3bp2,G3BP stress granule assembly factor 2
11,51533908,51541664,31.19,-,MGI:2442218,protein coding gene,N4bp3,NEDD4 binding protein 3
2,152318983,152321645,75.11,+,MGI:2442320,protein coding gene,Defb20,defensin beta 20
15,83367970,83395094,39.4,-,MGI:2443047,protein coding gene,Ttll1,tubulin tyrosine ligase-like 1
13,92747646,92848455,47.75,+,MGI:2444223,protein coding gene,Serinc5,serine incorporator 5
9,106699073,106758191,57.98,+,MGI:2445220,protein coding gene,Dcaf1,DDB1 and CUL4 associated factor 1
2,24076488,24083579,16.24,+,MGI:2449929,protein coding gene,Il36g,interleukin 36G
16,36832148,36915779,26.32,+,MGI:2155399,protein coding gene,Polq,"polymerase (DNA directed), theta"
17,37148026,37170290,19.16,+,MGI:1337056,protein coding gene,Trim26,tripartite motif-containing 26
17,37180466,37188725,19.16,+,MGI:1338757,protein coding gene,Trim10,tripartite motif-containing 10
4,140473176,140501547,72.34,-,MGI:1338898,protein coding gene,Padi4,"peptidyl arginine deiminase, type IV"
11,53150641,53191284,31.91,-,MGI:1342292,protein coding gene,Hspa4,heat shock protein 4
11,98355728,98436857,61.75,-,MGI:1342542,protein coding gene,Ikzf3,IKAROS family zinc finger 3
16,11131676,11137938,6.42,+,MGI:1343050,protein coding gene,Tnfrsf17,"tumor necrosis factor receptor superfamily, member 17"
11,100595572,100603291,63.53,-,MGI:1343101,protein coding gene,Kat2a,K(lysine) acetyltransferase 2A
13,114424331,114524630,64.12,-,MGI:1343135,protein coding gene,Ndufs4,NADH:ubiquinone oxidoreductase core subunit S4
18,5591860,5775467,4.42,+,MGI:1344313,protein coding gene,Zeb1,zinc finger E-box binding homeobox 1
X,139565348,139668464,61.35,+,MGI:1344333,protein coding gene,Mid2,midline 2
5,115034997,115050295,55.99,+,MGI:1344390,protein coding gene,Oasl2,2'-5' oligoadenylate synthetase-like 2
6,40551832,40562739,18.82,-,MGI:1345151,protein coding gene,Clec5a,"C-type lectin domain family 5, member a"
10,19810218,20018499,9.35,+,MGI:1346876,protein coding gene,Map3k5,mitogen-activated protein kinase kinase kinase 5
19,6391165,6405645,4.46,+,MGI:1346883,protein coding gene,Map4k2,mitogen-activated protein kinase kinase kinase kinase 2
7,120516967,120546655,65.01,+,MGI:1349452,protein coding gene,Polr3e,polymerase (RNA) III (DNA directed) polypeptide E
2,163466577,163487767,84.38,-,MGI:1349457,protein coding gene,Serinc3,serine incorporator 3
9,107852766,107861255,59.07,+,MGI:1349462,protein coding gene,Uba7,ubiquitin-like modifier activating enzyme 7
11,55360521,55391722,33.09,+,MGI:1351465,protein coding gene,G3bp1,G3BP stress granule assembly factor 1
17,24955616,24961752,12.53,+,MGI:1351642,protein coding gene,Msrb1,methionine sulfoxide reductase B1
15,9112073,9155512,3.84,-,MGI:1351663,protein coding gene,Skp2,S-phase kinase-associated protein 2
11,100136917,100139728,63.44,-,MGI:96690,protein coding gene,Krt16,keratin 16
2,32274649,32277751,22.09,-,MGI:96757,protein coding gene,Lcn2,lipocalin 2
9,7445822,7455975,2.46,+,MGI:97010,protein coding gene,Mmp3,matrix metallopeptidase 3
11,23686847,23720969,14.36,-,MGI:97897,protein coding gene,Rel,reticuloendotheliosis oncogene
7,105203567,105207596,55.9,+,MGI:98325,protein coding gene,Smpd1,"sphingomyelin phosphodiesterase 1, acid lysosomal"
7,12758079,12764959,7.73,+,MGI:109274,protein coding gene,Trim28,tripartite motif-containing 28
19,6038573,6065855,4.34,-,MGI:88263,protein coding gene,Capn1,calpain 1
15,52931657,53209579,20,-,MGI:894663,protein coding gene,Ext1,exostosin glycosyltransferase 1
11,32483305,32574587,18.97,+,MGI:1099439,protein coding gene,Stk10,serine/threonine kinase 10
5,130058147,130089628,68.42,+,MGI:1100818,protein coding gene,Crcp,calcitonin gene-related peptide-receptor component protein
5,53713121,53814787,29.37,+,MGI:96522,protein coding gene,Rbpj,recombination signal binding protein for immunoglobulin kappa J region
1,85504620,85526538,43.6,-,MGI:1923364,protein coding gene,Sp110,Sp110 nuclear body protein
14,52499216,52516852,26.87,-,MGI:1923588,protein coding gene,Rab2b,"RAB2B, member RAS oncogene family"
1,18321204,18335362,5.7,-,MGI:1924923,protein coding gene,Defb41,defensin beta 41
8,19161947,19164850,10.35,-,MGI:1924924,protein coding gene,Defb12,defensin beta 12
6,34848706,34854995,15.18,-,MGI:1925662,protein coding gene,Cyren,cell cycle regulator of NHEJ
13,32986021,33006592,13.74,+,MGI:1926153,protein coding gene,Wrnip1,Werner helicase interacting protein 1
15,81799231,81813824,38.26,-,MGI:1926179,protein coding gene,Polr3h,polymerase (RNA) III (DNA directed) polypeptide H
15,79775860,79800107,37.85,+,MGI:1933111,protein coding gene,Apobec3,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3"
19,46490087,46504894,38.92,+,MGI:1933302,protein coding gene,Trim8,tripartite motif-containing 8
15,74388045,74461314,34.22,+,MGI:1933736,protein coding gene,Adgrb1,adhesion G protein-coupled receptor B1
7,103893664,103911441,55.69,+,MGI:2137359,protein coding gene,Trim34a,tripartite motif-containing 34A
2,24105429,24115713,16.26,+,MGI:1859324,protein coding gene,Il36a,interleukin 36A
7,141435317,141456198,87.34,-,MGI:1891808,protein coding gene,Tollip,toll interacting protein
8,61676906,61849105,30.94,+,MGI:1913066,protein coding gene,Sh3rf1,SH3 domain containing ring finger 1
18,60509099,60525706,34.36,+,MGI:1926259,protein coding gene,Iigp1,interferon inducible GTPase 1
7,19365505,19398955,9.93,-,MGI:1927155,protein coding gene,Clptm1,cleft lip and palate associated transmembrane protein 1
17,32522646,32540212,17.48,-,MGI:1928488,protein coding gene,Akap8,A kinase anchor protein 8
7,78563172,78570144,44.84,+,MGI:1928895,protein coding gene,Isg20,interferon-stimulated protein
18,9993615,10030149,4.91,-,MGI:1928898,protein coding gene,Usp14,ubiquitin specific peptidase 14
19,4850597,4861662,4.11,-,MGI:1929092,protein coding gene,Rbm14,RNA binding motif protein 14
12,107876662,107969861,59.1,-,MGI:1929913,protein coding gene,Bcl11b,B cell leukemia/lymphoma 11B
3,88513273,88555359,38.9,+,MGI:103264,protein coding gene,Arhgef2,Rho/Rac guanine nucleotide exchange factor 2
10,34359395,34487274,18.85,+,MGI:103265,protein coding gene,Frk,fyn-related kinase
9,58125359,58157069,31.63,-,MGI:104662,protein coding gene,Pml,promyelocytic leukemia
17,27970206,28039516,14.59,-,MGI:106281,protein coding gene,Ilrun,inflammation and lipid regulator with UBA-like and NBR1-like domains
5,124911482,124939261,63.85,-,MGI:106485,protein coding gene,Ccdc92,coiled-coil domain containing 92
7,27173265,27176789,15.91,+,MGI:2180697,protein coding gene,Sertad3,SERTA domain containing 3
16,35746885,35759397,25.43,-,MGI:2656973,protein coding gene,Dtx3l,"deltex 3-like, E3 ubiquitin ligase"
8,19173768,19176556,10.35,+,MGI:2672979,protein coding gene,Defb34,defensin beta 34
7,26234448,26273573,15.08,+,MGI:2675292,protein coding gene,Nlrp9a,"NLR family, pyrin domain containing 9A"
7,19725318,19796867,9.96,+,MGI:2675377,protein coding gene,Nlrp9b,"NLR family, pyrin domain containing 9B"
8,43582844,43594523,23.89,-,MGI:2687279,protein coding gene,Triml1,tripartite motif family-like 1
10,85795555,85847724,41.83,-,MGI:3026884,protein coding gene,Bpifc,BPI fold containing family C
11,58531291,58543230,36.23,+,MGI:2684862,protein coding gene,Trim58,tripartite motif-containing 58
13,23962483,23975721,9.92,+,MGI:2684869,protein coding gene,Trim38,tripartite motif-containing 38
17,37192490,37201015,19.16,-,MGI:2684881,protein coding gene,Trim40,tripartite motif-containing 40
14,65835995,65885980,34.34,+,MGI:2685446,protein coding gene,Nuggc,"nuclear GTPase, germinal center associated"
9,44990481,45019832,24.84,+,MGI:2685484,protein coding gene,Jaml,junction adhesion molecule like
9,14265286,14292538,3.96,-,MGI:1919196,protein coding gene,Endod1,endonuclease domain containing 1
17,47046631,47063140,22.9,-,MGI:1919279,protein coding gene,Cnpy3,canopy FGF signaling regulator 3
9,43222145,43247412,24.28,+,MGI:1919419,protein coding gene,Trim29,tripartite motif-containing 29
4,106519453,106536141,49.68,-,MGI:1919604,protein coding gene,Ttc4,tetratricopeptide repeat domain 4
11,97026997,97042321,60.95,-,MGI:1920424,protein coding gene,Tbkbp1,TBK1 binding protein 1
14,63271536,63275313,33.23,-,MGI:1920920,protein coding gene,Defb30,defensin beta 30
6,91450689,91465445,40.54,+,MGI:1921372,protein coding gene,Tmem43,transmembrane protein 43
18,36693656,36791961,19.46,+,MGI:1921733,protein coding gene,Ankhd1,ankyrin repeat and KH domain containing 1
